ShipmentSK,OrderID,OrderDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,DistanceKM,WeightKG,VolumeM3,Carrier,ShippingType,VehicleType,CustomerType,PaymentMethod,WarehouseID,DriverID,ShippingCostIDR,FuelSurchargeIDR,PlannedDeliveryDays,ActualDeliveryDays,DeliveryStatus,DelayReason,CustomerRating
4740,ORD2023002775,2024-10-19,2024-10-20,2024-10-22,YOGYAKARTA,MALANG,304.9,23.17,0.187,GoSend Logistics,Reguler,Truk CDD,B2C,COD,WH-JAK-01,DRV-474,79500.0,3420.0,1,2.0,Delivered,No Delay,5.0
4741,ORD2023001508,2023-09-19,2023-09-19,2023-09-24,BANJARMASIN,PALEMBANG,1372.0,16.91,0.116,Lion Parcel,Reguler,Truk Fuso,B2B,Transfer Bank,WH-MED-02,DRV-323,91500.0,2950.0,5,5.0,Delivered,No Delay,3.0
4742,ORD2023003750,2024-03-09,2024-03-09,2024-03-12,BALIKPAPAN,YOGYAKARTA,1106.1,27.35,0.259,Wahana,Kargo,Truk Fuso,B2C,Kartu Kredit,WH-JAK-02,DRV-263,127900.0,6320.0,3,3.0,Delivered,No Delay,5.0
4743,ORD2023002494,2024-12-15,2024-12-15,2024-12-17,JAKARTA,SURABAYA,862.5,1.36,0.008,J&T Express,Kargo,Truk Engkel,B2C,E-Wallet,WH-SUR-02,DRV-119,16800.0,640.0,2,2.0,Delivered,No Delay,4.0
4744,ORD2023005118,2023-12-20,2023-12-20,2023-12-22,SEMARANG,YOGYAKARTA,113.9,114.67,0.733,AnterAja,Kargo,Truk CDD,B2B,Kartu Kredit,WH-MED-01,DRV-109,421300.0,19100.0,1,2.0,Delivered,No Delay,4.0
4745,ORD2023000539,2023-12-06,2023-12-07,2023-12-11,BATAM,BANJARMASIN,1464.1,20.57,0.17,Lion Parcel,Reguler,Truk Fuso,B2C,Virtual Account,WH-JAK-01,DRV-464,92700.0,3020.0,4,4.0,Delivered,No Delay,4.0
4746,ORD2023001331,2025-03-28,2025-03-29,2025-04-06,MEDAN,SEMARANG,2292.0,9.94,0.061,SiCepat,Reguler,Van,B2B,Transfer Bank,WH-MED-02,DRV-218,77700.0,2410.0,8,8.0,Delivered,No Delay,5.0
4747,ORD2023002304,2023-05-26,2023-05-26,2023-05-28,BANDUNG,BANJARMASIN,1090.1,19.3,0.079,JNE,Reguler,Van,B2C,E-Wallet,WH-MED-01,DRV-454,113500.0,2630.0,2,2.0,Delivered,No Delay,5.0
4748,ORD2023002500,2025-06-07,2025-06-08,2025-06-09,BANJARMASIN,BALIKPAPAN,402.8,4.73,0.02,J&T Express,Kargo,Van,B2C,E-Wallet,WH-JAK-02,DRV-153,26900.0,1860.0,1,1.0,Delivered,No Delay,5.0
4749,ORD2023001613,2025-09-14,2025-09-14,2025-09-18,PEKANBARU,MALANG,1895.2,2.17,0.01,Pos Indonesia,Reguler,Kontainer 20ft,B2C,Transfer Bank,WH-JAK-01,DRV-373,39700.0,1500.0,4,4.0,Delivered,No Delay,5.0
4750,ORD2023001489,2024-05-18,2024-05-18,2024-05-22,BALIKPAPAN,BANJARMASIN,366.4,22.06,0.055,AnterAja,Kargo,Truk Fuso,B2C,E-Wallet,WH-MAK-01,DRV-139,80700.0,4510.0,1,4.0,Delayed,Cuaca buruk,2.0
4751,ORD2023002019,2025-12-28,2025-12-28,2025-12-31,PALEMBANG,PEKANBARU,635.3,6.01,0.02,SiCepat,Express,Truk CDD,B2C,COD,WH-SUR-02,DRV-259,73600.0,4260.0,2,3.0,Delivered,No Delay,5.0
4752,ORD2023001745,2023-12-31,2023-12-31,2024-01-05,PALEMBANG,MAKASSAR,2059.4,9.91,0.027,Wahana,Express,Truk Fuso,B2B,Kartu Kredit,WH-MED-01,DRV-355,98500.0,7050.0,5,5.0,Delivered,No Delay,3.0
4753,ORD2023004836,2024-06-03,2024-06-03,2024-06-04,SURABAYA,YOGYAKARTA,317.4,10.69,0.035,SiCepat,Instant,Truk CDD,B2B,Virtual Account,WH-MED-02,DRV-307,92700.0,4680.0,1,1.0,Delivered,No Delay,4.0
4754,ORD2023005693,2023-01-05,2023-01-05,2023-01-06,SEMARANG,SURABAYA,310.5,7.48,0.032,Lion Parcel,Reguler,Van,B2C,Virtual Account,WH-SUR-01,DRV-412,47500.0,1540.0,1,1.0,Delivered,No Delay,5.0
4755,ORD2023005497,2024-12-18,2024-12-18,2024-12-23,JAKARTA,BANDUNG,151.9,9.32,0.054,Ninja Xpress,Express,Truk CDD,B2C,Kartu Kredit,WH-MED-02,DRV-232,72400.0,3010.0,1,5.0,Delayed,Kapasitas armada penuh,1.0
4756,ORD2023005908,2024-10-07,2024-10-07,2024-10-11,MAKASSAR,SURABAYA,1027.6,29.74,0.235,Wahana,Express,Van,B2C,E-Wallet,WH-MED-01,DRV-151,155600.0,8500.0,3,4.0,Delivered,No Delay,5.0
4757,ORD2023004607,2024-04-27,2024-04-27,2024-04-29,PALEMBANG,PEKANBARU,618.6,6.16,0.029,AnterAja,Reguler,Motor,B2C,E-Wallet,WH-MAK-01,DRV-456,33700.0,1300.0,2,2.0,Delivered,No Delay,2.0
4758,ORD2023001394,2024-01-28,2024-01-28,2024-01-31,BALIKPAPAN,YOGYAKARTA,1328.5,4.6,0.023,Lion Parcel,Express,Kontainer 20ft,B2C,COD,WH-SUR-01,DRV-311,64700.0,4090.0,3,3.0,Delivered,No Delay,5.0
4759,ORD2023001509,2023-09-02,2023-09-03,2023-09-11,MEDAN,BALIKPAPAN,2545.9,29.63,0.185,ID Express,Reguler,Truk Engkel,B2B,Kartu Kredit,WH-SUR-02,DRV-137,149900.0,3470.0,6,8.0,Delayed,Kapasitas armada penuh,3.0
4760,ORD2023001195,2024-06-03,2024-06-03,2024-06-05,BATAM,MEDAN,780.5,30.3,0.249,Lion Parcel,Express,Motor,B2B,COD,WH-SUR-02,DRV-194,190100.0,6700.0,2,2.0,Delivered,No Delay,5.0
4761,ORD2023005815,2025-04-29,2025-04-29,2025-05-04,BALIKPAPAN,SEMARANG,1229.7,1.23,0.004,Lion Parcel,Reguler,Motor,B2C,Virtual Account,WH-MED-02,DRV-351,26200.0,1080.0,4,5.0,Delivered,No Delay,4.0
4762,ORD2023005806,2023-05-02,2023-05-03,2023-05-05,BANDUNG,MALANG,600.3,22.1,0.127,Ninja Xpress,Reguler,Kontainer 20ft,B2C,Kartu Kredit,WH-SUR-01,DRV-301,83700.0,6510.0,2,2.0,Delivered,No Delay,5.0
4763,ORD2023003801,2024-08-29,2024-08-29,2024-09-05,DENPASAR,MAKASSAR,818.9,2.95,0.02,ID Express,Express,Motor,B2B,E-Wallet,WH-MAK-02,DRV-335,42600.0,2760.0,2,7.0,Delayed,Kepadatan lalu lintas,1.0
4764,ORD2023005145,2024-04-15,2024-04-15,2024-04-18,MEDAN,BATAM,860.8,2.49,0.006,AnterAja,Reguler,Truk Fuso,B2C,E-Wallet,WH-MAK-02,DRV-188,25200.0,530.0,2,3.0,Delivered,No Delay,4.0
4765,ORD2023004678,2023-05-31,2023-05-31,2023-06-06,BANJARMASIN,BATAM,1359.2,1.19,0.003,J&T Express,Reguler,Truk CDD,B2B,Virtual Account,WH-JAK-02,DRV-387,27500.0,960.0,3,6.0,Delayed,Cuaca buruk,1.0
4766,ORD2023004848,2024-10-24,2024-10-24,2024-11-02,BANJARMASIN,MANADO,1544.7,0.84,0.002,JNE,Kargo,Truk Engkel,B2C,Kartu Kredit,WH-MED-01,DRV-277,24100.0,1830.0,3,9.0,Returned,Barang rusak,
4767,ORD2023001932,2025-02-27,2025-02-27,2025-03-06,BANJARMASIN,MANADO,1630.7,13.64,0.127,Lion Parcel,Reguler,Kontainer 20ft,B2C,Virtual Account,WH-MAK-02,DRV-347,83100.0,3030.0,5,7.0,Delayed,Cuaca buruk,2.0
4768,ORD2023002813,2024-10-01,2024-10-01,2024-10-04,MALANG,MAKASSAR,1035.2,5.32,0.034,SiCepat,Reguler,Kontainer 20ft,B2B,E-Wallet,WH-MAK-01,DRV-147,42700.0,3000.0,2,3.0,Delivered,No Delay,4.0
4769,ORD2023003975,2024-08-24,2024-08-24,,SEMARANG,BALIKPAPAN,1048.7,4.01,0.037,SiCepat,Reguler,Truk Engkel,B2C,COD,WH-MED-02,DRV-446,39100.0,2190.0,3,,Lost,Barang hilang dalam pengiriman,
4770,ORD2023002540,2025-06-12,2025-06-12,2025-06-20,MANADO,MEDAN,3393.9,9.38,0.081,ID Express,Express,Motor,B2C,Kartu Kredit,WH-MED-02,DRV-409,96600.0,3430.0,8,8.0,Delivered,No Delay,5.0
4771,ORD2023002670,2025-12-22,2025-12-22,2025-12-23,SEMARANG,MALANG,352.8,16.4,0.042,JNE,Kargo,Kontainer 20ft,B2B,Kartu Kredit,WH-MAK-01,DRV-351,37000.0,870.0,1,1.0,Delivered,No Delay,3.0
4772,ORD2023003720,2025-12-24,2025-12-24,2025-12-29,SURABAYA,MEDAN,2574.0,25.6,0.065,SiCepat,Express,Kontainer 20ft,B2B,Virtual Account,WH-JAK-02,DRV-240,151500.0,7810.0,5,5.0,Delivered,No Delay,4.0
4773,ORD2023003249,2025-08-26,2025-08-27,2025-09-01,YOGYAKARTA,MAKASSAR,1136.9,45.66,0.451,ID Express,Reguler,Van,B2C,COD,WH-MED-01,DRV-111,203400.0,4640.0,4,5.0,Delivered,No Delay,5.0
4774,ORD2023004760,2025-10-23,2025-10-23,2025-10-31,JAKARTA,DENPASAR,1168.3,21.75,0.204,Ninja Xpress,Reguler,Truk Engkel,B2C,Transfer Bank,WH-MAK-01,DRV-100,122400.0,9190.0,4,8.0,Returned,Barang rusak,
4775,ORD2023002823,2024-01-31,2024-01-31,2024-02-06,MAKASSAR,PALEMBANG,2029.7,2.65,0.025,Pos Indonesia,Express,Motor,B2B,Kartu Kredit,WH-SUR-01,DRV-264,68400.0,3940.0,6,6.0,Delivered,No Delay,5.0
4776,ORD2023000574,2025-11-29,2025-11-29,2025-12-01,MAKASSAR,DENPASAR,664.9,32.67,0.069,GoSend Logistics,Reguler,Motor,B2B,E-Wallet,WH-JAK-02,DRV-187,165400.0,9200.0,1,2.0,Delivered,No Delay,4.0
4777,ORD2023000697,2024-01-16,2024-01-17,2024-01-20,BATAM,MEDAN,845.1,9.34,0.021,GoSend Logistics,Reguler,Truk Engkel,B2B,COD,WH-MAK-01,DRV-125,47300.0,1530.0,2,3.0,Delayed,Kendala armada,1.0
4778,ORD2023005643,2024-04-22,2024-04-22,2024-04-27,MANADO,SURABAYA,1756.2,3.22,0.026,Lion Parcel,Instant,Truk CDD,B2B,COD,WH-MAK-02,DRV-400,102900.0,3720.0,5,5.0,Delivered,No Delay,3.0
4779,ORD2023005388,2024-03-05,2024-03-06,2024-03-08,JAKARTA,SURABAYA,742.1,10.19,0.067,Ninja Xpress,Ekonomi,Motor,B2C,E-Wallet,WH-SUR-01,DRV-411,34700.0,1330.0,2,2.0,Delivered,No Delay,4.0
4780,ORD2023004927,2025-12-25,2025-12-25,2025-12-28,BATAM,PEKANBARU,389.2,4.78,0.024,J&T Express,Reguler,Kontainer 20ft,B2C,Kartu Kredit,WH-MED-01,DRV-283,28700.0,1730.0,2,3.0,Delivered,No Delay,4.0
4781,ORD2023005108,2025-12-15,2025-12-16,2025-12-21,MANADO,BANJARMASIN,1389.7,0.78,0.007,ID Express,Express,Van,B2C,Kartu Kredit,WH-MED-01,DRV-163,40000.0,2930.0,4,5.0,Delivered,No Delay,5.0
4782,ORD2023002188,2023-08-05,2023-08-05,2023-08-08,BANJARMASIN,JAKARTA,1215.1,42.83,0.197,JNE,Reguler,Truk CDD,B2C,Virtual Account,WH-SUR-02,DRV-294,152900.0,3360.0,3,3.0,Delivered,No Delay,5.0
4783,ORD2023004023,2025-06-18,2025-06-18,2025-06-26,PALEMBANG,MALANG,1101.4,1.05,0.01,AnterAja,Ekonomi,Van,B2C,Transfer Bank,WH-JAK-01,DRV-407,14300.0,380.0,3,8.0,Delayed,Kendala armada,2.0
4784,ORD2023004939,2023-05-26,2023-05-27,2023-05-29,YOGYAKARTA,BANJARMASIN,837.5,3.07,0.019,Ninja Xpress,Express,Kontainer 20ft,B2C,Virtual Account,WH-MED-02,DRV-482,46800.0,3080.0,2,2.0,Delivered,No Delay,5.0
4785,ORD2023002046,2023-03-31,2023-03-31,2023-04-02,PALEMBANG,SEMARANG,810.8,2.0,0.006,Pos Indonesia,Reguler,Truk Engkel,B2B,Transfer Bank,WH-MED-02,DRV-423,28600.0,1080.0,2,2.0,Delivered,No Delay,2.0
4786,ORD2023000283,2025-09-10,2025-09-10,2025-09-22,SEMARANG,PEKANBARU,1695.5,36.7,0.267,J&T Express,Reguler,Kontainer 20ft,B2C,Virtual Account,WH-JAK-02,DRV-261,166500.0,4210.0,6,12.0,Returned,Barang rusak,
4787,ORD2023000259,2023-04-15,2023-04-16,2023-04-19,DENPASAR,SEMARANG,740.5,8.54,0.05,AnterAja,Kargo,Truk Engkel,B2B,Virtual Account,WH-MED-01,DRV-179,26100.0,1800.0,2,3.0,Delivered,No Delay,5.0
4788,ORD2023002665,2025-04-27,2025-04-27,2025-05-06,YOGYAKARTA,MEDAN,1960.5,19.47,0.184,J&T Express,Reguler,Van,B2C,Kartu Kredit,WH-SUR-01,DRV-155,105000.0,5590.0,6,9.0,Delayed,Cuaca buruk,2.0
4789,ORD2023005028,2024-09-25,2024-09-25,2024-10-03,BANJARMASIN,BATAM,1572.7,22.45,0.089,ID Express,Express,Motor,B2B,Transfer Bank,WH-JAK-01,DRV-171,112400.0,6440.0,3,8.0,Delayed,Kendala bea cukai,3.0
4790,ORD2023003234,2025-02-02,2025-02-02,2025-02-06,SURABAYA,PALEMBANG,1185.7,17.22,0.044,J&T Express,Reguler,Kontainer 20ft,B2B,Kartu Kredit,WH-MAK-02,DRV-493,98600.0,7470.0,4,4.0,Delivered,No Delay,4.0
4791,ORD2023000726,2024-05-09,2024-05-10,2024-05-16,YOGYAKARTA,BALIKPAPAN,1274.4,11.56,0.106,GoSend Logistics,Kargo,Van,B2B,E-Wallet,WH-JAK-02,DRV-468,42000.0,3100.0,5,6.0,Delivered,No Delay,3.0
4792,ORD2023001637,2024-12-26,2024-12-27,2025-01-04,MAKASSAR,BANDUNG,1459.9,5.76,0.033,JNE,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-MED-01,DRV-170,41100.0,2480.0,4,8.0,Delayed,Keterlambatan sortir gudang,2.0
4793,ORD2023004774,2025-11-04,2025-11-05,2025-11-09,YOGYAKARTA,BATAM,1602.5,9.05,0.082,ID Express,Instant,Kontainer 20ft,B2B,Virtual Account,WH-MAK-02,DRV-349,94500.0,5050.0,4,4.0,Delivered,No Delay,1.0
4794,ORD2023000056,2024-06-24,2024-06-24,2024-07-02,MEDAN,MALANG,2597.5,4.4,0.017,AnterAja,Express,Kontainer 20ft,B2C,COD,WH-JAK-02,DRV-421,85500.0,3970.0,7,8.0,Delayed,Kepadatan lalu lintas,1.0
4795,ORD2023004914,2025-09-09,2025-09-10,2025-09-13,JAKARTA,YOGYAKARTA,463.8,50.34,0.284,ID Express,Express,Truk CDD,B2B,E-Wallet,WH-JAK-02,DRV-439,339900.0,22570.0,2,3.0,Delivered,No Delay,3.0
4796,ORD2023001412,2024-12-14,2024-12-14,2024-12-15,BATAM,PEKANBARU,327.4,3.48,0.035,J&T Express,Reguler,Truk CDD,B2C,COD,WH-SUR-02,DRV-104,24100.0,1830.0,1,1.0,Delivered,No Delay,5.0
4797,ORD2023002215,2023-02-02,2023-02-02,2023-02-03,SEMARANG,BANDUNG,405.6,102.28,0.021,SiCepat,Kargo,Truk CDD,B2B,Virtual Account,WH-JAK-01,DRV-361,20300.0,1050.0,1,1.0,Delivered,No Delay,5.0
4798,ORD2023005899,2023-02-01,2023-02-02,2023-02-05,DENPASAR,BANDUNG,918.6,5.38,0.011,AnterAja,Reguler,Truk Fuso,B2C,Kartu Kredit,WH-JAK-02,DRV-372,40000.0,2770.0,2,3.0,Delivered,No Delay,5.0
4799,ORD2023002936,2023-02-05,2023-02-05,2023-02-08,JAKARTA,PEKANBARU,1163.6,2.83,0.012,SiCepat,Express,Truk Engkel,B2C,Virtual Account,WH-MED-02,DRV-153,50000.0,3390.0,3,3.0,Delivered,No Delay,2.0
4800,ORD2023000889,2024-06-02,2024-06-03,2024-06-10,MALANG,BANDUNG,698.5,11.68,0.115,Ninja Xpress,Reguler,Motor,B2B,E-Wallet,WH-JAK-01,DRV-370,69100.0,2800.0,2,7.0,Delayed,Kendala bea cukai,3.0
4801,ORD2023002955,2023-05-20,2023-05-20,2023-05-24,MAKASSAR,DENPASAR,780.2,10.58,0.101,J&T Express,Kargo,Van,B2B,Virtual Account,WH-JAK-01,DRV-153,47300.0,2910.0,2,4.0,Delayed,Kapasitas armada penuh,2.0
4802,ORD2023001688,2024-11-15,2024-11-15,2024-11-18,BALIKPAPAN,BANDUNG,1523.5,9.48,0.063,AnterAja,Reguler,Motor,B2C,Kartu Kredit,WH-MAK-01,DRV-193,56000.0,4450.0,3,3.0,Delivered,No Delay,2.0
4803,ORD2023001820,2023-07-11,2023-07-12,2023-07-14,MALANG,BANDUNG,662.7,13.54,0.047,GoSend Logistics,Reguler,Truk Engkel,B2C,Virtual Account,WH-MED-02,DRV-321,46300.0,1160.0,1,2.0,Delayed,Kendala armada,3.0
4804,ORD2023003704,2023-09-01,2023-09-01,2023-09-07,BANDUNG,JAKARTA,123.7,0.67,0.002,Pos Indonesia,Express,Truk CDD,B2C,COD,WH-JAK-02,DRV-220,19400.0,590.0,1,6.0,Returned,Barang rusak,
4805,ORD2023001973,2024-12-10,2024-12-11,2024-12-14,BATAM,JAKARTA,931.8,16.43,0.148,SiCepat,Express,Truk Engkel,B2C,Kartu Kredit,WH-JAK-01,DRV-447,134400.0,9590.0,2,3.0,Delayed,Kendala armada,1.0
4806,ORD2023000715,2023-11-30,2023-12-01,2023-12-08,PALEMBANG,YOGYAKARTA,873.7,1.38,0.004,Ninja Xpress,Kargo,Unknown,B2B,Unknown,WH-MED-02,DRV-314,18300.0,3410.0,3,7.0,Delayed,Kendala armada,
4807,ORD2023004702,2023-07-24,2023-07-24,2023-07-27,BANJARMASIN,BANDUNG,1144.8,19.55,0.057,Lion Parcel,Kargo,Kontainer 20ft,B2C,Kartu Kredit,WH-JAK-02,DRV-259,91000.0,5940.0,3,3.0,Delivered,No Delay,4.0
4808,ORD2023002287,2025-07-27,2025-07-27,2025-08-02,PEKANBARU,SEMARANG,1742.0,18.6,0.038,Lion Parcel,Reguler,Truk Fuso,B2C,COD,WH-JAK-01,DRV-451,90900.0,5820.0,6,6.0,Delivered,No Delay,5.0
4809,ORD2023005668,2023-06-02,2023-06-02,2023-06-10,PALEMBANG,MANADO,2831.5,1.95,0.01,SiCepat,Reguler,Truk Engkel,B2B,Kartu Kredit,WH-JAK-01,DRV-365,54600.0,3720.0,7,8.0,Delayed,Cuaca buruk,3.0
4811,ORD2023004938,2024-11-14,2024-11-14,2024-11-18,BATAM,BALIKPAPAN,1822.8,7.67,0.039,Wahana,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-MAK-01,DRV-200,50300.0,3440.0,4,4.0,Delivered,No Delay,4.0
4812,ORD2023002849,2025-02-10,2025-02-10,2025-02-13,YOGYAKARTA,MAKASSAR,1101.8,9.85,0.026,SiCepat,Reguler,Truk CDD,B2C,E-Wallet,WH-JAK-01,DRV-392,65500.0,2760.0,3,3.0,Delivered,No Delay,5.0
4813,ORD2023004714,2025-02-08,2025-02-08,2025-02-17,MAKASSAR,PEKANBARU,2714.2,12.28,0.058,Lion Parcel,Reguler,Van,B2C,COD,WH-MAK-02,DRV-320,71300.0,4120.0,9,9.0,Delivered,No Delay,4.0
4814,ORD2023000124,2024-11-16,2024-11-16,2024-11-18,BANJARMASIN,SEMARANG,718.2,2.03,0.013,Lion Parcel,Reguler,Truk CDD,B2C,Virtual Account,WH-MAK-02,DRV-150,26200.0,1720.0,2,2.0,Delivered,No Delay,5.0
4815,ORD2023004431,2025-12-06,2025-12-06,2025-12-13,DENPASAR,SEMARANG,653.4,6.49,0.04,Lion Parcel,Express,Truk CDD,B2C,Transfer Bank,WH-MED-02,DRV-108,73400.0,2890.0,2,7.0,Delayed,Kesalahan alamat,1.0
4816,ORD2023005590,2024-11-04,2024-11-04,2024-11-09,PALEMBANG,MALANG,1291.5,9.75,0.087,J&T Express,Reguler,Van,B2C,COD,WH-JAK-02,DRV-453,49800.0,3080.0,3,5.0,Delayed,Keterlambatan sortir gudang,3.0
4817,ORD2023004401,2023-09-28,2023-09-28,2023-10-02,JAKARTA,BANJARMASIN,1213.8,8.3,0.053,SiCepat,Kargo,Van,B2C,Virtual Account,WH-JAK-02,DRV-477,38800.0,1650.0,4,4.0,Delivered,No Delay,4.0
4818,ORD2023000981,2025-04-01,2025-04-01,2025-04-05,PEKANBARU,YOGYAKARTA,1536.6,18.34,0.116,GoSend Logistics,Express,Truk Fuso,B2C,Transfer Bank,WH-MAK-02,DRV-324,141700.0,4590.0,4,4.0,Delivered,No Delay,5.0
4819,ORD2023000176,2023-06-09,2023-06-09,2023-06-15,BATAM,BANJARMASIN,1655.8,42.76,0.196,JNE,Reguler,Kontainer 20ft,B2C,Transfer Bank,WH-MED-02,DRV-137,231900.0,10140.0,6,6.0,Delivered,No Delay,3.0
4820,ORD2023000582,2023-12-22,2023-12-22,2023-12-25,BANDUNG,YOGYAKARTA,409.4,14.96,0.13,J&T Express,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-MED-02,DRV-339,63100.0,4900.0,1,3.0,Returned,Penerima menolak,
4821,ORD2023004847,2025-08-07,2025-08-07,2025-08-16,JAKARTA,MAKASSAR,1633.1,9.76,0.064,GoSend Logistics,Kargo,Truk CDD,B2B,COD,WH-MAK-01,DRV-456,45700.0,2820.0,5,9.0,Returned,Penerima menolak,
4822,ORD2023001617,2025-07-13,2025-07-13,2025-07-19,PALEMBANG,DENPASAR,1492.5,1.6,0.006,ID Express,Reguler,Truk Fuso,B2C,E-Wallet,WH-MED-02,DRV-182,30300.0,1480.0,4,6.0,Delayed,Kepadatan lalu lintas,1.0
4823,ORD2023005333,2023-11-10,2023-11-10,2023-11-17,PEKANBARU,BALIKPAPAN,1943.4,13.01,0.081,Wahana,Reguler,Motor,B2B,E-Wallet,WH-SUR-02,DRV-322,60300.0,3940.0,7,7.0,Delivered,No Delay,5.0
4824,ORD2023002877,2023-05-29,2023-05-30,2023-06-04,JAKARTA,BANJARMASIN,1061.7,31.03,0.2,Lion Parcel,Kargo,Kontainer 20ft,B2C,Kartu Kredit,WH-JAK-02,DRV-267,93400.0,6870.0,2,5.0,Delayed,Kendala armada,2.0
4825,ORD2023005092,2024-04-09,2024-04-09,2024-04-13,PEKANBARU,BANDUNG,1371.1,26.41,0.144,J&T Express,Express,Truk Fuso,B2C,COD,WH-JAK-02,DRV-248,121300.0,6820.0,4,4.0,Delivered,No Delay,3.0
4826,ORD2023003244,2024-02-09,2024-02-09,2024-02-21,MANADO,DENPASAR,1939.7,6.17,0.049,Wahana,Kargo,Truk CDD,B2C,Kartu Kredit,WH-MED-01,DRV-496,45100.0,1550.0,7,12.0,Delayed,Kapasitas armada penuh,2.0
4827,ORD2023001862,2024-04-25,2024-04-25,2024-04-28,JAKARTA,MEDAN,1604.9,12.62,0.065,Ninja Xpress,Reguler,Truk Fuso,B2C,E-Wallet,WH-JAK-02,DRV-393,73600.0,2820.0,3,3.0,Delivered,No Delay,3.0
4828,ORD2023003576,2024-08-28,2024-08-29,2024-09-02,DENPASAR,BALIKPAPAN,1121.5,7.25,0.033,GoSend Logistics,Kargo,Kontainer 20ft,B2C,Virtual Account,WH-MED-02,DRV-371,34000.0,2150.0,4,4.0,Delivered,No Delay,4.0
4829,ORD2023003607,2023-07-15,2023-07-15,2023-07-20,MAKASSAR,BANDUNG,1745.4,7.75,0.02,SiCepat,Kargo,Truk CDD,B2C,E-Wallet,WH-MED-01,DRV-212,49400.0,3470.0,4,5.0,Delayed,Kesalahan alamat,1.0
4830,ORD2023005722,2025-04-04,2025-04-05,2025-04-15,BATAM,DENPASAR,2101.1,11.79,0.075,Ninja Xpress,Reguler,Truk Engkel,B2B,COD,WH-SUR-02,DRV-477,84500.0,2450.0,5,10.0,Delayed,Kendala armada,2.0
4831,ORD2023002975,2025-03-22,2025-03-22,2025-03-26,YOGYAKARTA,BALIKPAPAN,1195.5,22.55,0.092,J&T Express,Reguler,Truk Fuso,B2C,Virtual Account,WH-MAK-02,DRV-253,94000.0,2990.0,3,4.0,Delayed,Kendala armada,2.0
4832,ORD2023004506,2025-08-17,2025-08-17,2025-08-27,BANJARMASIN,PALEMBANG,1434.8,4.84,0.013,Pos Indonesia,Ekonomi,Truk Engkel,B2C,Transfer Bank,WH-MED-01,DRV-480,27300.0,710.0,5,10.0,Delayed,Kepadatan lalu lintas,3.0
4833,ORD2023004772,2024-03-06,2024-03-06,2024-03-15,PALEMBANG,BANJARMASIN,1180.0,25.19,0.07,Ninja Xpress,Express,Truk Engkel,B2C,COD,WH-SUR-01,DRV-144,219100.0,10350.0,4,9.0,Delayed,Kepadatan lalu lintas,2.0
4834,ORD2023000298,2024-11-12,2024-11-12,2024-11-17,MANADO,SEMARANG,2133.0,3.42,0.018,AnterAja,Express,Truk Fuso,B2B,Kartu Kredit,WH-JAK-02,DRV-347,78300.0,5270.0,5,5.0,Delivered,No Delay,4.0
4835,ORD2023000926,2024-05-13,2024-05-13,2024-05-18,BANDUNG,DENPASAR,1150.0,3.57,0.027,AnterAja,Reguler,Kontainer 20ft,B2C,E-Wallet,WH-MAK-01,DRV-176,31700.0,2240.0,2,5.0,Delayed,Kepadatan lalu lintas,1.0
4836,ORD2023004119,2024-05-06,2024-05-06,2024-05-15,SEMARANG,MAKASSAR,1181.0,34.18,0.184,JNE,Express,Kontainer 20ft,B2B,Virtual Account,WH-MED-02,DRV-381,260900.0,17320.0,4,9.0,Returned,Penerima menolak,
4837,ORD2023004959,2025-11-16,2025-11-17,2025-11-26,BANDUNG,MANADO,2815.7,61.35,0.429,ID Express,Express,Van,B2C,COD,WH-JAK-02,DRV-465,397500.0,16470.0,8,9.0,Delivered,No Delay,5.0
4838,ORD2023002116,2024-03-15,2024-03-15,2024-03-18,BANJARMASIN,DENPASAR,779.3,24.07,0.218,Ninja Xpress,Instant,Motor,B2B,E-Wallet,WH-MAK-02,DRV-468,309800.0,11260.0,2,3.0,Delivered,No Delay,5.0
4839,ORD2023004825,2024-03-17,2024-03-18,2024-03-22,PALEMBANG,SEMARANG,864.9,11.3,0.101,ID Express,Reguler,Truk Fuso,B2C,E-Wallet,WH-SUR-02,DRV-413,68800.0,2020.0,3,4.0,Delayed,Keterlambatan sortir gudang,1.0
4840,ORD2023001308,2023-11-18,2023-11-18,2023-11-24,MALANG,BATAM,1633.8,1.64,0.007,GoSend Logistics,Kargo,Van,B2C,Transfer Bank,WH-MAK-01,DRV-351,24500.0,1100.0,4,6.0,Delayed,Kendala armada,2.0
4841,ORD2023004768,2023-06-08,2023-06-08,2023-06-13,BATAM,DENPASAR,1965.0,10.58,0.096,AnterAja,Kargo,Van,B2C,Virtual Account,WH-MAK-02,DRV-460,53800.0,3890.0,5,5.0,Delivered,No Delay,3.0
4842,ORD2023001673,2024-09-23,2024-09-23,2024-09-27,MANADO,MAKASSAR,1179.3,21.45,0.068,Wahana,Express,Motor,B2C,E-Wallet,WH-SUR-01,DRV-385,130100.0,5510.0,3,4.0,Delivered,No Delay,5.0
